train_number,train_name,from_station_code,departure,to_station_code,arrival,distance,duration_hours,duration_minutes,sleeper,chair_car,first_class,first_ac,second_ac,third_ac,return_train,train_type,total_seats
47121,Hyderabad_lingampalli_mmts,HYB,19:30:00,LPI,20:15:00,25,0,45,0,0,0,0,0,0,,PASS,431
47122,Hyderabad_lingampalli_mmts,HYB,20:00:00,LPI,20:40:00,25,0,40,0,0,0,0,0,0,,PASS,470
47123,Hyderabad_lingampalli_mmts,HYB,20:50:00,LPI,21:30:00,25,0,40,0,0,0,0,0,0,,PASS,446
47124,Hyderabad_lingampalli_mmts,HYB,21:20:00,LPI,22:00:00,25,0,40,0,0,0,0,0,0,,PASS,466
47125,Hyderabad_lingampalli_mmts,HYB,21:50:00,LPI,22:30:00,25,0,40,0,0,0,0,0,0,47126,PASS,430
47126,Lingampalli_hyderabad_mmts,LPI,5:40:00,HYB,6:20:00,25,0,40,0,0,0,0,0,0,47125,PASS,308
47127,Lingampalli_hyderabad_mmts,LPI,6:00:00,HYB,6:40:00,25,0,40,0,0,0,0,0,0,,PASS,431
47128,Lingampalli_hyderabad_mmts,LPI,7:00:00,HYB,7:40:00,25,0,40,0,0,0,0,0,0,,PASS,302
47129,Lingampalli_hyderabad_mmts,LPI,7:30:00,HYB,8:10:00,25,0,40,0,0,0,0,0,0,,PASS,402
47130,Lingampalli_hyderabad_mmts,LPI,8:10:00,HYB,8:50:00,25,0,40,0,0,0,0,0,0,,PASS,415
47131,Lingampalli_hyderabad_mmts,LPI,8:40:00,HYB,9:25:00,25,0,45,0,0,0,0,0,0,,PASS,498
47132,Lingampalli_hyderabad_mmts,LPI,9:10:00,HYB,9:55:00,25,0,45,0,0,0,0,0,0,,PASS,313
47133,Lingampalli_hyderabad_mmts,LPI,9:55:00,HYB,10:35:00,25,0,40,0,0,0,0,0,0,,PASS,371
47134,Lingampalli_hyderabad_mmts,LPI,10:25:00,HYB,11:05:00,24,0,40,0,0,0,0,0,0,,PASS,305
47135,Lingampalli_hyderabad_mmts,LPI,11:00:00,HYB,11:40:00,24,0,40,0,0,0,0,0,0,,PASS,373
47136,Lingampalli_hyderabad_mmts,LPI,11:40:00,HYB,12:20:00,24,0,40,0,0,0,0,0,0,,PASS,330
47137,Lingampalli_hyderabad_mmts,LPI,12:15:00,HYB,12:55:00,25,0,40,0,0,0,0,0,0,,PASS,497
47138,Lingampalli_hyderabad_mmts,LPI,12:50:00,HYB,13:30:00,25,0,40,0,0,0,0,0,0,,SF,423
47139,Lingampalli_hyderabad_mmts,LPI,15:05:00,HYB,15:45:00,25,0,40,0,0,0,0,0,0,,PASS,353
47140,Lingampalli_hyderabad_mmts,LPI,16:00:00,HYB,16:40:00,25,0,40,0,0,0,0,0,0,,PASS,354
47141,Lingampalli_hyderabad_mmts,LPI,16:50:00,HYB,17:30:00,25,0,40,0,0,0,0,0,0,,PASS,386
47142,Lingampalli_hyderabad_mmts,LPI,18:10:00,HYB,18:50:00,25,0,40,0,0,0,0,0,0,,PASS,328
47143,Lingampalli_hyderabad_mmts,LPI,18:25:00,HYB,19:20:00,25,0,55,0,0,0,0,0,0,,PASS,389
47144,Lingampalli_hyderabad_mmts,LPI,18:55:00,HYB,19:35:00,25,0,40,0,0,0,0,0,0,,PASS,303
47145,Lingampalli_hyderabad_mmts,LPI,19:50:00,HYB,20:30:00,25,0,40,0,0,0,0,0,0,,PASS,476
47146,Lingampalli_hyderabad_mmts,LPI,20:50:00,HYB,21:30:00,25,0,40,0,0,0,0,0,0,,PASS,378
47147,Lingampalli_hyderabad_mmts,LPI,21:40:00,HYB,22:20:00,25,0,40,0,0,0,0,0,0,,PASS,500
47148,Lingampalli_hyderabad_mmts,LPI,22:10:00,HYB,22:50:00,25,0,40,0,0,0,0,0,0,,PASS,441
47149,Falaknuma_lingampalli_mmts,FM,5:00:00,LPI,6:10:00,37,1,10,0,0,0,0,0,0,,PASS,424
47150,Falaknuma_lingampalli_mmts,FM,5:40:00,LPI,6:55:00,37,1,15,0,0,0,0,0,0,,PASS,332
47151,Falaknuma_lingampalli_mmts,FM,6:25:00,LPI,7:40:00,37,1,15,0,0,0,0,0,0,,PASS,383
47152,Matrabhoomi_ladies_spl_mmts,FM,7:25:00,LPI,8:50:00,37,1,25,0,0,0,0,0,0,,PASS,427
47153,Falaknuma_lingampalli_mmts,FM,7:10:00,LPI,8:20:00,37,1,10,0,0,0,0,0,0,,PASS,415
47154,Falaknuma_lingampalli_mmts,FM,7:55:00,LPI,9:15:00,37,1,20,0,0,0,0,0,0,,PASS,459
47155,Falaknuma_lingampalli_mmts,FM,9:10:00,LPI,10:25:00,37,1,15,0,0,0,0,0,0,,PASS,344
47156,Falaknuma_lingampalli_mmts*,FM,10:35:00,LPI,11:50:00,37,1,15,0,0,0,0,0,0,,PASS,459
47157,Falaknuma_lingampalli_mmts,FM,10:55:00,LPI,12:15:00,37,1,20,0,0,0,0,0,0,,PASS,439
47158,Falaknuma_lingampalli_mmts,FM,12:05:00,LPI,13:15:00,37,1,10,0,0,1,0,0,0,47159,PASS,465
47159,Lingampalli_falaknuma_mmts,LPI,21:00:00,FM,22:15:00,37,1,15,0,0,0,0,0,0,47160,PASS,448
47160,Falaknuma_lingampalli_mmts,FM,13:25:00,LPI,14:40:00,37,1,15,0,0,0,0,0,0,47159,PASS,418
47161,Falaknuma_lingampalli_mmts,FM,14:50:00,LPI,16:05:00,37,1,15,0,0,0,0,0,0,,PASS,478
47162,Falaknuma_lingampalli_mmts,FM,16:25:00,LPI,17:50:00,37,1,25,0,0,0,0,0,0,,PASS,429
47163,Falaknuma_lingampalli_mmts,FM,17:00:00,LPI,18:15:00,37,1,15,0,0,0,0,0,0,,PASS,422
47164,Falaknuma_lingampalli_mmts,FM,17:40:00,LPI,19:05:00,37,1,25,0,0,0,0,0,0,,PASS,420
47165,Falaknuma_lingampalli_mmts,FM,10:00:00,LPI,11:15:00,37,1,15,0,0,0,0,0,0,,PASS,424
47166,Falaknuma_lingampalli_mmts,FM,18:50:00,LPI,20:05:00,37,1,15,0,0,0,0,0,0,,PASS,410
47167,Falaknuma_lingampalli_mmts,FM,19:35:00,LPI,20:55:00,37,1,20,0,0,0,0,0,0,,PASS,376
47168,Secunderabad_lingampalli_mmts,FM,22:45:00,SC,23:15:00,14,0,30,0,0,0,0,0,0,,PASS,435
47169,Falaknuma_lingampalli_mmts,FM,12:45:00,LPI,14:05:00,37,1,20,0,0,0,0,0,0,,PASS,374
47170,Falaknuma_lingampalli_mmts,FM,21:30:00,LPI,22:45:00,37,1,15,0,0,0,0,0,0,47171,PASS,380
47171,Lingampalli_falaknuma_mmts,LPI,4:50:00,FM,6:05:00,37,1,15,0,0,0,0,0,0,47170,PASS,361
47172,Secunderabad_falaknuma_mmts,SC,6:00:00,FM,6:30:00,14,0,30,0,0,0,0,0,0,,PASS,369
47173,Lingampalli_falaknuma_mmts,LPI,6:20:00,FM,7:40:00,37,1,20,0,0,0,0,0,0,,PASS,413
47174,Lingampalli_falaknuma_mmts,LPI,7:10:00,FM,8:30:00,37,1,20,0,0,0,0,0,0,,PASS,301
47175,Lingampalli_falaknuma_mmts,LPI,7:45:00,FM,9:00:00,37,1,15,0,0,0,0,0,0,,PASS,350
47176,Lingampalli_falaknuma_mmts,LPI,8:30:00,FM,9:45:00,37,1,15,0,0,0,0,0,0,,PASS,413
47177,Lingampalli_falaknuma_mmts,LPI,9:00:00,FM,10:25:00,37,1,25,0,0,0,0,0,0,,PASS,499
47178,Lingampalli_falaknuma_mmts,LPI,9:25:00,FM,10:40:00,37,1,15,0,0,0,0,0,0,,PASS,446
47179,Lingampalli_falaknuma_mmts,LPI,10:40:00,FM,12:00:00,40,1,20,0,0,0,0,0,0,,PASS,445
47180,Lingampalli_falaknuma_mmts,LPI,12:00:00,FM,13:15:00,37,1,15,0,0,0,0,0,0,,PASS,469
47181,Lingampalli_falaknuma_mmts,LPI,12:40:00,FM,13:55:00,37,1,15,0,0,0,0,0,0,,PASS,404
47182,Lingampalli_falaknuma_mmts,LPI,13:20:00,FM,14:35:00,37,1,15,0,0,0,0,0,0,,PASS,455
47183,Lingampalli_falaknuma_mmts,LPI,14:30:00,FM,15:45:00,37,1,15,0,0,0,0,0,0,,PASS,488
47184,Lingampalli_falaknuma_mmts,LPI,14:55:00,FM,16:05:00,37,1,10,0,0,0,0,0,0,,PASS,302
47185,Lingampalli_falaknuma_mmts,LPI,15:20:00,FM,16:40:00,37,1,20,0,0,0,0,0,0,,PASS,446
47186,Lingampalli_falaknuma_mmts,LPI,16:15:00,FM,17:30:00,37,1,15,0,0,0,0,0,0,,PASS,313
47187,Lingampalli_falaknuma_mmts,LPI,17:10:00,FM,18:30:00,37,1,20,0,0,0,0,0,0,,PASS,456
47188,Lingampalli_falaknuma_matrabhoomi_ladies_mmts,LPI,17:55:00,FM,19:10:00,37,1,15,0,0,0,0,0,0,,PASS,348
47189,Lingampalli_falaknuma_mmts,LPI,11:25:00,FM,12:35:00,37,1,10,0,0,0,0,0,0,,PASS,471
47190,Lingampalli_falaknuma_matrubhoomi_ladies_spl_mmts,LPI,18:40:00,FM,19:55:00,37,1,15,0,0,0,0,0,0,,PASS,318
47191,Lingampalli_falaknuma_mmts,LPI,19:15:00,FM,20:35:00,37,1,20,0,0,0,0,0,0,,PASS,332
47192,Lingampalli_falaknuma_mmts,LPI,20:10:00,FM,21:20:00,37,1,10,0,0,0,0,0,0,,PASS,378
47193,Lingampalli_falaknuma_mmts,LPI,20:30:00,FM,22:00:00,37,1,30,0,0,0,0,0,0,,PASS,352
47194,Lingampalli_falaknuma_mmts,LPI,21:45:00,FM,23:05:00,37,1,20,0,0,0,0,0,0,,PASS,334
47195,Lingampalli_secunderabad_mmts,LPI,22:30:00,SC,23:15:00,23,0,45,0,0,0,0,0,0,,PASS,427
47196,Secunderabad_hyderabad_mmts,SC,5:10:00,HYB,5:35:00,8,0,25,0,0,0,0,0,0,,PASS,382
47197,Falaknuma_hyderabad_mmts,FM,8:45:00,HYB,9:45:00,22,1,0,0,0,0,0,0,0,,PASS,479
47198,Falaknuma_secunderabad_mmts,FM,11:10:00,LPI,12:30:00,37,1,20,0,0,0,0,0,0,,PASS,443
47199,Falaknuma_hyderabad_mmts,FM,13:40:00,HYB,14:45:00,22,1,5,0,0,0,0,0,0,,PASS,372
47200,Falaknuma_hyderabad_mmts,FM,14:15:00,HYB,15:30:00,22,1,15,0,0,0,0,0,0,,PASS,500
47201,Falaknuma_hyderabad_mmts,FM,16:00:00,HYB,17:05:00,22,1,5,0,0,0,0,0,0,,PASS,417
47202,Falaknuma_hyderabad_mmts,FM,20:10:00,HYB,21:10:00,22,1,0,0,0,0,0,0,0,,PASS,470
47203,Falaknuma_lingampalli_mmts,FM,20:45:00,LPI,22:00:00,37,1,15,0,0,0,0,0,0,,PASS,362
47204,Falaknuma_secunderabad_mmts,FM,22:30:00,SC,23:00:00,14,0,30,0,0,0,0,0,0,47205,PASS,493
47205,Secunderabad_falaknuma_mmts,SC,4:50:00,FM,5:20:00,14,0,30,0,0,0,0,0,0,47204,PASS,344
47206,Hyb_falaknuma_local,HYB,5:40:00,FM,6:55:00,22,1,15,0,0,0,0,0,0,,PASS,486
47207,Falaknuma_lingampalli_suburban,FM,19:00:00,LPI,20:25:00,37,1,25,0,0,0,0,0,0,,PASS,305
47208,Hyderabad_falaknuma_mmts,HYB,9:50:00,FM,11:00:00,22,1,10,0,0,0,0,0,0,,PASS,431
47209,Hyderabad_falaknuma_mmts,HYB,12:30:00,FM,13:35:00,22,1,5,0,0,0,0,0,0,,PASS,461
47210,Lingampalli_falaknuma_mmts,LPI,17:30:00,FM,18:45:00,37,1,15,0,0,0,0,0,0,47211,PASS,473
47211,Falaknuma_lingampalli_mathrubhoomi_(ladies_spl),FM,8:30:00,LPI,9:50:00,37,1,20,0,0,0,0,0,0,47210,PASS,458
47212,Lingampalli_falaknuma_mmts,LPI,10:10:00,FM,11:25:00,37,1,15,0,0,0,0,0,0,47211,PASS,426
47213,Lingampalli_falaknuma_mmts,LPI,6:55:00,FM,8:15:00,37,1,20,0,0,0,0,0,0,47214,PASS,376
47214,Falaknuma_lingampalli_mmts,FM,11:35:00,LPI,12:50:00,37,1,15,0,0,0,0,0,0,47213,PASS,478
47215,Lingampalli_falaknuma_mmts,LPI,13:00:00,FM,14:20:00,37,1,20,0,0,0,0,0,0,47214,PASS,360
47216,Falaknuma_lingampalli_mmts,FM,14:30:00,LPI,15:55:00,37,1,25,0,0,0,0,0,0,47215,PASS,393
47217,Lingampalli_falaknuma_mmts,LPI,16:30:00,FM,17:45:00,37,1,15,0,0,0,0,0,0,47216,PASS,458
47218,Falaknuma_lingampalli_mmts,FM,17:55:00,LPI,19:10:00,37,1,15,0,0,0,0,0,0,47217,PASS,346
47219,Lingampalli_falaknuma_mmts,LPI,19:30:00,FM,20:45:00,37,1,15,0,0,0,0,0,0,47218,PASS,430
47220,Falaknuma_lingampalli_mmts,FM,21:05:00,LPI,22:20:00,37,1,15,0,0,0,0,0,0,47219,PASS,460
50103,Dadar_ratnagiri_passenger,DR,15:35:00,RN,23:50:00,422,8,15,0,0,0,0,0,0,50104,PASS,362
50104,Ratnagiri_dadar_passenger,RN,5:30:00,DR,14:20:00,422,8,50,0,0,0,0,0,0,50103,PASS,412
50105,Diva_sawantwadi_passenger,DIVA,6:20:00,SWV,17:20:00,613,11,0,0,0,0,0,0,0,50106,PASS,431
50106,Sawantwadi_diva_passenger,SWV,8:25:00,DIVA,20:10:00,613,11,45,0,0,0,0,0,0,50105,PASS,347
50107,Sawantwadi_madgaon_passenger,SWV,17:15:00,MAO,19:30:00,110,2,15,0,0,0,0,0,0,50108,PASS,334
50108,Madgaon_sawantwadi_passenger,MAO,6:15:00,SWV,8:20:00,110,2,5,0,0,0,0,0,0,50107,PASS,302
51027,Mumbaicst_pandharpur_fast_passenger,CSTM,22:55:00,PVR,9:40:00,429,10,45,1,0,0,0,0,0,51028,PASS,448
51028,Pandharpur_mumbai_fast_passenger,PVR,17:55:00,CSTM,4:10:00,429,10,15,1,0,0,0,0,0,51027,PASS,391
51029,Bijapur_fast_passenger,CSTM,22:55:00,BJP,12:50:00,565,13,55,1,0,0,0,0,0,51030,PASS,356
51030,Bijapur_mumbai_fast_passenger,BJP,15:00:00,CSTM,4:10:00,564,13,10,1,0,0,0,0,0,51029,PASS,364
51033,Mumbai_sainagar_shirdi_fast_pass(via_daund),CSTM,22:55:00,SNSI,10:55:00,455,12,0,1,0,0,0,0,1,51034,PASS,425
51034,Sainagar_shirdi_mumbai_fast_passenger(via_daund),SNSI,16:40:00,CSTM,4:10:00,455,11,30,1,0,0,0,0,1,51033,PASS,407
51097,Diva_panvel_passenger,DIVA,0:20:00,PNVL,1:10:00,26,0,50,0,0,0,0,0,0,51098,PASS,430
51098,Panvel_diva_passenger,PNVL,4:45:00,DIVA,5:30:00,26,0,45,0,0,0,0,0,0,51097,PASS,426
51111,Chalisgaon_dhule_mix_passenger,CSN,6:10:00,DHI,7:25:00,56,1,15,0,0,0,0,0,0,51112,PASS,398
51112,Dhule_chalisgaon_mix_passenger,DHI,8:15:00,CSN,9:30:00,56,1,15,0,0,0,0,0,0,51111,PASS,465
51113,Chalisgaon_dhule_mix_passenger,CSN,10:30:00,DHI,11:45:00,56,1,15,0,0,0,0,0,0,51114,PASS,460
51114,Dhule_chalisgaon_mix_passenger,DHI,13:30:00,CSN,14:45:00,56,1,15,0,0,0,0,0,0,51113,PASS,380
51115,Chalisgaon_dhule_mix_passenger,CSN,17:30:00,DHI,18:45:00,56,1,15,0,0,0,0,0,0,51114,PASS,478
51116,Dhule_dadar_passenger_composite,DHI,19:20:00,DR,4:00:00,375,8,40,1,0,0,0,0,1,,PASS,361
51117,Katni_chopan_mix_passenger,KTE,10:15:00,CPU,19:05:00,326,8,50,0,0,0,0,0,0,51118,PASS,332
51118,Chopan_katni_passenger,CPU,7:15:00,KTE,16:45:00,326,9,30,0,0,0,0,0,0,51117,PASS,448
51135,Badnera_amravati_passenger,BD,1:30:00,AMI,1:45:00,6,0,15,0,0,0,0,0,0,51136,PASS,468
51136,Amravati_badnera_passenger,AMI,2:15:00,BD,2:30:00,6,0,15,0,0,0,0,0,0,51137,PASS,362
51137,Badnera_amravati_passenger,BD,3:20:00,AMI,3:35:00,9,0,15,0,0,0,0,0,0,51136,PASS,392
51138,Amravati_badnera_passenger,AMI,4:10:00,BD,4:25:00,6,0,15,0,0,0,0,0,0,51137,PASS,417
51139,Badnera_amravati_passenger,BD,6:25:00,AMI,6:40:00,6,0,15,0,0,0,0,0,0,51140,PASS,446
51140,Amravati_badnera_passenger,AMI,7:05:00,BD,7:20:00,6,0,15,0,0,0,0,0,0,51139,PASS,360
51141,Badnera_amravati_passenger,BD,11:00:00,AMI,11:15:00,6,0,15,0,0,0,0,0,0,51142,PASS,434
51142,Amravati_badnera_passenger,AMI,11:45:00,BD,12:00:00,6,0,15,0,0,0,0,0,0,51141,PASS,415
51145,Badnera_amravati_mix_passenger,BD,18:00:00,AMI,18:15:00,6,0,15,0,0,0,0,0,0,51146,PASS,388
51146,Amravati_badnera_passenger,AMI,18:45:00,BD,19:00:00,6,0,15,0,0,0,0,0,0,51145,PASS,463
51147,Badnera_amravati_passenger,BD,19:50:00,AMI,20:05:00,6,0,15,0,0,0,0,0,0,51146,PASS,455
51148,Amravati_badnera_passenger,AMI,20:25:00,BD,20:40:00,6,0,15,0,0,0,0,0,0,51147,PASS,486
51149,Badnera_amravati_passenger,BD,22:55:00,AMI,23:10:00,6,0,15,0,0,0,0,0,0,51148,PASS,309
51150,Amravati_badnera_passenger,AMI,23:40:00,BD,23:55:00,6,0,15,0,0,0,0,0,0,51149,PASS,339
51153,Mumbai_bhusaval_passenger,CSTM,5:20:00,BSL,17:50:00,442,12,30,0,0,0,0,0,0,51154,PASS,451
51154,Bhusaval_mumbai_passenger,BSL,7:05:00,CSTM,20:15:00,442,13,10,0,0,0,0,0,0,51153,PASS,316
51157,Bhusaval_itarsi_passenger,BSL,20:30:00,ET,5:55:00,322,9,25,0,0,0,0,0,0,51158,PASS,360
51158,Itarsi_bhusaval_passenger,ET,19:20:00,BSL,8:35:00,322,13,15,0,0,0,0,0,0,51157,PASS,386
51181,Devlali_bhusaval_passenger,DVL,4:50:00,BSL,10:20:00,262,5,30,0,0,0,0,0,0,51182,PASS,463
51182,Bhusaval_devlali_passenger,BSL,17:15:00,DVL,23:00:00,262,5,45,0,0,0,0,0,0,51181,PASS,497
51183,Bhusaval_amravati_passenger,BSL,6:30:00,AMI,12:30:00,225,6,0,0,0,0,0,0,0,51284,PASS,422
51187,Bhusaval_katni_passenger,BSL,9:30:00,KTE,3:25:00,657,17,55,1,0,0,0,0,0,51188,PASS,405
51188,Katni_bhusaval_passenger,KTE,22:20:00,BSL,17:00:00,657,18,40,0,0,0,0,0,0,51187,PASS,439
51189,Itarsi_allahabad_passenger,ET,8:30:00,ALD,10:05:00,612,25,35,0,0,0,0,0,0,51190,PASS,352
51190,Allahabad_itarsi_passenger,ALD,19:00:00,ET,15:30:00,611,20,30,0,0,0,0,0,0,51189,PASS,316
51195,Wardha_balharshah_passenger,WR,7:15:00,BPQ,10:30:00,132,3,15,0,0,0,0,0,0,,PASS,461
51196,Ballarshah_wardha_mumbai_passenger,BPQ,17:30:00,CSTM,12:00:00,891,18,30,1,0,0,0,0,1,,PASS,429
51197,Bhusaval_wardha_passenger,BSL,14:30:00,WR,21:35:00,314,7,5,0,0,0,0,0,0,51198,PASS,355
51198,Wardha_bhusaval_passenger,WR,23:00:00,BSL,8:00:00,314,9,0,0,0,0,0,0,0,51197,PASS,426
51239,Amla_betul_passenger,AMLA,7:05:00,BZU,7:40:00,23,0,35,0,0,0,0,0,0,51240,PASS,386
51240,Betul_amla_passenger,BZU,17:35:00,AMLA,18:15:00,23,0,40,0,0,0,0,0,0,51239,PASS,409
51253,Amla_chhindwara_passenger,AMLA,8:00:00,CWA,12:00:00,115,4,0,0,0,0,0,0,0,51254,PASS,330
51254,Chhindwara_amla_passenger,CWA,17:00:00,AMLA,20:10:00,115,3,10,0,0,0,0,0,0,51253,PASS,362
51255,Junnor_deo_chhindwara_passenger,JNO,14:30:00,CWA,16:00:00,47,1,30,0,0,0,0,0,0,51256,PASS,345
51256,Chhindwara_junnor_deo_passenger,CWA,12:30:00,JNO,14:00:00,47,1,30,0,0,0,0,0,0,51255,PASS,300
51259,Wardha_nagpur_passenger,WR,18:08:00,NGP,20:15:00,78,2,7,0,0,0,0,0,0,51260,PASS,391
51260,Nagpur_wardha_passenger,NGP,8:00:00,WR,9:35:00,78,1,35,0,0,0,0,0,0,51259,PASS,384
51261,Amravati_wardha_passenger,AMI,15:15:00,WR,18:05:00,101,2,50,0,0,0,0,0,0,51262,PASS,366
51262,Wardha_amravati_passenger,WR,9:45:00,AMI,14:55:00,101,5,10,0,0,0,0,0,0,51261,PASS,493
51284,Amravati_bhusaval_passenger,AMI,13:00:00,BSL,19:00:00,225,6,0,0,0,0,0,0,0,51183,PASS,460
51285,Bhusaval_nagpur_passenger,BSL,19:30:00,NGP,8:45:00,392,13,15,0,0,0,0,0,0,51286,PASS,441
51286,Nagpur_bhusaval_passenger,NGP,4:50:00,BSL,14:55:00,392,10,5,0,0,0,0,0,0,51285,PASS,412
51293,Nagpur_amla_passenger,NGP,18:15:00,AMLA,22:35:00,168,4,20,0,0,0,0,0,0,51294,PASS,327
51294,Amla_nagpur_passenger,AMLA,4:30:00,NGP,9:15:00,168,4,45,0,0,0,0,0,0,51293,PASS,477
51323,Daund_baramati_shuttle,DD,5:25:00,BRMT,6:45:00,44,1,20,0,0,0,0,0,0,,PASS,302
51324,Baramati_daund_pune_passenger,BRMT,7:05:00,PUNE,10:15:00,119,3,10,0,0,0,0,0,0,,PASS,361
51325,Pune_daund_shuttle,PUNE,9:40:00,DD,11:30:00,76,1,50,0,0,0,0,0,0,,PASS,484
51326,Baramati_daund_pune_shutte,BRMT,16:20:00,PUNE,19:40:00,120,3,20,0,0,0,0,0,0,,PASS,399
51327,Daund_baramati_shuttle.,DD,14:35:00,BRMT,15:55:00,44,1,20,0,0,0,0,0,0,,PASS,363
51347,Pune_daund_baramati_passenger,PUNE,18:35:00,BRMT,21:50:00,120,3,15,0,0,0,0,0,0,,PASS,307
51348,Baramati_daund_passenger,BRMT,22:10:00,DD,23:30:00,43,1,20,0,0,0,0,0,0,,PASS,376
51350,Daund_pune_fast_shuttle,DD,7:05:00,PUNE,8:50:00,76,1,45,0,0,0,0,0,0,,PASS,450
51353,Pune_daund_shuttle.,PUNE,20:05:00,DD,21:53:00,76,1,48,0,0,0,0,0,0,,PASS,457
51401,Pune_manmad_passenger(via_daund),PUNE,0:30:00,MMR,9:50:00,313,9,20,1,0,0,0,0,0,51402,PASS,413
51402,Manmad_pune_passenger(via_daund),MMR,21:55:00,PUNE,7:35:00,313,9,40,1,0,0,0,0,0,51401,PASS,439
51405,Miraj_castle_rock_passenger,MRJ,17:25:00,CLR,23:15:00,213,5,50,0,0,0,0,0,0,51406,PASS,333
51406,Castle_rock_miraj_passenge,CLR,5:50:00,MRJ,11:30:00,213,5,40,0,0,0,0,0,0,51405,PASS,314
51407,Miraj_kolhapur_passenger,MRJ,16:55:00,KOP,18:10:00,47,1,15,0,0,0,0,0,0,51408,PASS,350
51408,Kolhapur_miraj_passenger,KOP,21:30:00,MRJ,22:55:00,47,1,25,0,0,0,0,0,0,51407,PASS,485
51409,Pune_shree_chatrapati_shahu_m(t)_kolhapur_pass,PUNE,9:15:00,KOP,19:30:00,318,10,15,0,0,0,0,0,0,51410,PASS,332
51410,Shree_chatrapati_shahu_m(t)_kolhapur_pune_passenger,KOP,4:45:00,PUNE,16:25:00,318,11,40,0,0,0,0,0,0,51409,PASS,465
51411,Bellary_dharwar_passenger,BAY,14:20:00,DWR,20:35:00,229,6,15,0,0,0,0,0,0,,PASS,450
51412,Hubli_bellary_passenger,UBL,8:00:00,BAY,13:55:00,208,5,55,0,0,0,0,0,0,,PASS,381
51417,Karjat_pune_passenger,KJT,15:25:00,PUNE,18:15:00,91,2,50,0,0,0,0,0,0,51418,PASS,374
51418,Pune_karjat_passenger,PUNE,10:35:00,KJT,13:45:00,91,3,10,0,0,0,0,0,0,51417,PASS,302
51419,Miraj_hubli_passenger,MRJ,7:30:00,UBL,15:00:00,280,7,30,0,0,0,0,0,0,51420,PASS,405
51420,Hubli_miraj_passenger,UBL,12:50:00,MRJ,20:05:00,280,7,15,0,0,0,0,0,0,51419,PASS,452
51421,Pune_nizamabad_pass,PUNE,14:25:00,NZB,10:20:00,771,19,55,0,0,0,0,0,0,51422,PASS,349
51422,Nizamabad_pune_passenger,NZB,23:40:00,PUNE,20:55:00,759,21,15,0,0,0,0,0,0,51421,PASS,382
51423,Igatpuri_manmad_shuttle,IGP,18:10:00,MMR,20:35:00,123,2,25,0,0,0,0,0,0,51424,TOY,372
51424,Manmad_igatpuri_shuttle,MMR,14:30:00,IGP,17:40:00,123,3,10,0,0,0,0,0,0,51423,TOY,460
51425,Parlivaijnath_miraj_passenger,PRLI,7:10:00,MRJ,18:20:00,438,11,10,0,0,0,0,0,0,51426,TOY,384
51426,Miraj_parli_vaijnath_passenger,MRJ,20:30:00,PRLI,6:00:00,438,9,30,0,0,0,0,0,0,51425,TOY,398
51427,Miraj_c_shahu_maharaj_passenger,MRJ,13:55:00,KOP,15:15:00,47,1,20,0,0,0,0,0,0,51428,TOY,373
51428,C_shahu_maharaj_miraj_passenger,KOP,10:50:00,MRJ,12:05:00,47,1,15,0,0,0,0,0,0,51427,TOY,349
51429,Sangli_kolhapur_passenger,SLI,20:35:00,KOP,22:20:00,54,1,45,0,0,0,0,0,0,51430,TOY,493
51430,C_shahu_maharaj_sangli_passenger,KOP,18:35:00,SLI,20:15:00,54,1,40,0,0,0,0,0,0,51429,TOY,494
51431,Miraj_londa_passenger,MRJ,6:10:00,LD,11:25:00,189,5,15,0,0,0,0,0,0,51432,TOY,382
51432,Londa_miraj_passenger,LD,11:40:00,MRJ,16:15:00,189,4,35,0,0,0,0,0,0,51431,PASS,481
51433,Nizamabad_pandharpur_passenger,NZB,13:20:00,PVR,5:10:00,533,15,50,0,0,0,0,0,0,51434,PASS,487
51434,Pandharpur_nizamabad_passenger,PVR,6:00:00,NZB,23:05:00,533,17,5,0,0,0,0,0,0,51433,PASS,367
51435,Pune_satara_passenger,PUNE,17:05:00,STR,21:40:00,137,4,35,0,0,0,0,0,0,51436,PASS,329
51436,Satara_pune_passenger,STR,4:15:00,PUNE,8:55:00,137,4,40,0,0,0,0,0,0,51435,PASS,323
51441,Satara_c_shahu_maharaj_passenger,STR,5:25:00,KOP,9:55:00,181,4,30,0,0,0,0,0,0,51442,PASS,372
51442,C_shahu_maharaj_pune_passenger,KOP,16:50:00,STR,21:50:00,181,5,0,0,0,0,0,0,0,51441,PASS,432
51445,Pandharpur_miraj_passenger,PVR,21:15:00,MRJ,23:55:00,137,2,40,1,0,0,0,0,0,51446,PASS,431
51446,Miraj_pandharpur_passenger,MRJ,18:15:00,PVR,20:55:00,137,2,40,0,0,0,0,0,0,51445,PASS,360
51449,Pune_solapur_passenger,PUNE,8:15:00,SUR,15:40:00,263,7,25,0,0,0,0,0,0,51450,MAIL,303
51450,Solapur_pune_passenger,SUR,23:00:00,PUNE,6:15:00,264,7,15,1,0,0,0,0,0,51449,EXP,388
51451,Pune_daund_baramati_passenger,PUNE,7:10:00,BRMT,10:20:00,120,3,10,0,0,0,0,0,0,51452,PASS,381
51452,Baramati_daund_pune_passenger,BRMT,10:40:00,PUNE,13:55:00,120,3,15,0,0,0,0,0,0,51451,PASS,343
